X,Y,OBJECTID,primary_key,occ_dt,obfAddress,x_rand,y_rand,disclaimer,place_name,                                             ,locationTranslation
-111.9291470463,33.3726324681,90326,TE201628854         ,2016-03-09T18:42:00.000Z,5XXX S PALM DR     ,696190,863108,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9420841027,33.3885548272,90329,TE201626215         ,2016-03-02T13:55:00.000Z,2XX W HERMOSA DR    ,692242,868902,Point has not been altered,SOLARA AT MILL APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9326003462,33.3226628187,90333,TE201627592         ,2016-03-06T16:17:00.000Z,9XXX S LA ROSA DR     ,695133,844927,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9279482183,33.4492581034,90338,TE201629402         ,2016-03-11T06:13:00.000Z,7XX E CAVALIER DR    ,696559,890988,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9559509933,33.3776399983,90339,TE201629430         ,2016-03-11T08:05:00.000Z,1XXX W BASELINE RD     ,688008,864932,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9353231575,33.4559852622,90344,TE201629439         ,2016-03-10T16:30:00.000Z,2XX E MCKINLEY ST    ,694310,893436,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9241470609,33.4341422406,90349,TE201629543         ,2016-03-09T12:30:00.000Z,1XXX E PLAYA DEL NORTE DR     ,697718,885488,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in GRIGIO TEMPE TOWNLAKE APARTMENTS     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9249642582,33.4099397809,90350,TE201629013         ,2016-03-10T05:48:00.000Z,9XX E VISTA DEL CERRO DR    ,697468,876682,Point has not been altered,LANDMARK APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9222217859,33.4170390602,90357,TE201627159         ,2016-03-05T17:01:00.000Z,1XXX E LEMON ST     ,698305,879265,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8992606865,33.4167383877,90358,TE201629570         ,2016-03-11T14:35:00.000Z,2XXX E HOWE AVE     ,705311,879156,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9492526866,33.4238454408,90360,TE201629668         ,2016-03-11T19:00:00.000Z,6XX S HARDY DR    ,690058,881743,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9562646572,33.411956565,90364,TE201629528         ,2016-03-10T22:00:00.000Z,1XXX S BECK AVE     ,687917,877418,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9040163636,33.4150184639,90366,TE201627688         ,2016-03-06T21:00:00.000Z,1XXX E APACHE BLVD     ,703860,878530,Point has not been altered,in BLVD 1900                            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9184521694,33.3849459993,90367,TE201629622         ,2016-03-11T16:30:00.000Z,1XXX E GREENWAY DR     ,699455,867588,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9236992346,33.4091098406,90368,TE201629115         ,2016-03-10T03:00:00.000Z,1XXX S JENTILLY LN     ,697854,876380,Point has not been altered,in AGAVE APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9320893483,33.3953368066,90377,TE201629894         ,2016-03-12T07:20:00.000Z,4XX E FAIRMONT DR    ,695293,871369,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9076196592,33.3999300292,90378,TE201629547         ,2016-03-11T13:15:00.000Z,1XXX E ALAMEDA DR     ,702761,873040,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9576896212,33.3897544555,90380,TE201629437         ,2016-03-11T04:22:00.000Z,1XXX W LA JOLLA DR     ,687479,869340,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9107031849,33.3979128827,90382,TE201629612         ,2016-03-11T16:47:00.000Z,2XXX S BUTTE AVE     ,701820,872306,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9477661566,33.3544648559,90384,TE201629536         ,2016-03-11T12:46:00.000Z,7XXX S KYRENE RD     ,690504,856499,Point has not been altered,ELLIOTS CROSSING APARTMENTS             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9382772855,33.3629869958,90387,TE201630104         ,2016-03-12T21:18:00.000Z,6XXX S MAPLE AVE     ,693402,859599,Point has not been altered,LA ESTANCIA APARTMENTS                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9106525718,33.4191525595,90395,TE201626727         ,2016-02-01T16:00:00.000Z,1XXX E 8TH ST     ,701835,880034,Point has not been altered,in FOXFIRE APARTMENTS                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9076681687,33.4061496803,90396,TE201629751         ,2016-03-11T23:00:00.000Z,2XXX S MCCLINTOCK DR     ,702746,875303,Point has not been altered,in EDEN APARTMENTS                      ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9231001174,33.4170390178,90397,TE201628882         ,2016-03-09T19:01:00.000Z,1XXX S TERRACE RD     ,698037,879265,Point has not been altered,VERTEX APTS                             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9260312159,33.3971376209,90400,TE201630258         ,2016-03-13T02:50:00.000Z,9XX E LOYOLA DR    ,697142,872024,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9564189086,33.3764635258,90401,TE201630229         ,2016-03-13T01:35:00.000Z,1XXX W BASELINE RD     ,687865,864504,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9027338918,33.4011003991,90405,TE201629470         ,2016-03-11T00:00:00.000Z,1XXX E LOMA VISTA DR     ,704252,873466,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9128266763,33.3926882362,90406,TE201629571         ,2016-03-10T18:00:00.000Z,1XXX E SOUTHERN AVE     ,701172,870405,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9196447996,33.3881973519,90407,TE201629692         ,2016-03-10T21:00:00.000Z,1XXX E MANHATTON DR     ,699091,868771,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9104366082,33.4142906256,90410,TE201629704         ,2016-03-11T20:53:00.000Z,1XXX E APACHE BLVD     ,701901,878265,Point has not been altered,MODERNETTE TP                           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9560292387,33.4276747421,90412,TE201630291         ,2016-03-13T05:19:00.000Z,1XXX W 2ND ST     ,687991,883137,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9221563064,33.4181136882,90413,TE201630115         ,2016-03-12T21:49:00.000Z,1XXX E ORANGE ST     ,698325,879656,Point has not been altered,in LA CRESENTA GARDEN APARTMENTS        ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9061630489,33.4144662352,90415,TE201629770         ,2016-03-11T23:50:00.000Z,1XXX E APACHE BLVD     ,703205,878329,Point has not been altered,PONY ACRES TP                           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8953660806,33.4213248614,90416,TE201629699         ,2016-03-11T20:38:00.000Z,8XX S RIVER DR    ,706499,880825,Point has not been altered,PARKSIDE APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9243748147,33.3777229309,90420,TE201629579         ,2016-03-11T15:17:00.000Z,9XX E BASELINE RD    ,697647,864960,Point has not been altered,in THE NINES                            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9139761929,33.4093875997,90422,TE201629859         ,2016-03-12T02:46:00.000Z,1XXX E BROADWAY RD     ,700821,876481,Point has not been altered,ONNIX APARTMENTS                        ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9288565069,33.4032525864,90423,TE201630000         ,2016-03-12T15:20:00.000Z,6XX E BROADMOR DR    ,696280,874249,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9516633633,33.4279124128,90424,TE201630217         ,2016-03-13T01:09:00.000Z,9XX W 2ND ST    ,689323,883223,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9492625308,33.3712161273,90427,TE201629927         ,2016-03-12T10:00:00.000Z,5XXX S ROOSEVELT ST     ,690049,862594,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9548687619,33.3749139036,90428,TE201630319         ,2016-03-11T21:00:00.000Z,1XXX W BASELINE RD     ,688338,863940,Point has not been altered,VILLAGIO APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9552946685,33.3750401992,90431,TE201630310         ,2016-03-12T21:00:00.000Z,1XXX W BASELINE RD     ,688208,863986,Point has not been altered,VILLAGIO APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9127532906,33.4217746176,90437,TE201624596         ,2016-02-27T18:00:00.000Z,1XXX E UNIVERSITY DR     ,701194,880988,Point has not been altered,GATEWAY AT TEMPE APARTMENTS             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9321856964,33.3659287216,90448,TE201630507         ,2016-03-13T21:49:00.000Z,4XX E LIBRA DR    ,695262,860669,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9581114536,33.4087458253,90449,TE201630411         ,2016-03-13T15:11:00.000Z,1XXX S CUTLER DR     ,687353,876250,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9489185442,33.3533377057,90453,TE201630565         ,2016-03-14T01:14:00.000Z,7XX W GROVE PKWY    ,690152,856089,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9497732239,33.4222567283,90455,TE201630499         ,2016-03-13T21:21:00.000Z,7XX W UNIVERSITY DR    ,689899,881165,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9429578263,33.4177234991,90459,TE201630456         ,2016-03-13T18:32:00.000Z,1XXX S ASH AVE     ,691978,879515,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8878601317,33.4027853604,90460,TE201630490         ,2016-03-13T20:58:00.000Z,2XXX S ALLRED DR     ,708791,874080,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9552965892,33.3645632115,90464,TE201630316         ,2016-03-11T22:00:00.000Z,6XXX S COLONIAL WAY     ,688206,860174,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9224694835,33.445531666,90466,TE201629890         ,2016-03-12T06:15:00.000Z,1XXX N SCOTTSDALE RD     ,698230,889632,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9522977506,33.3680381166,90470,TE201629707         ,2016-03-11T21:00:00.000Z,8XX W WATSON DR    ,689122,861438,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.947167851,33.3761665659,90472,TE201629945         ,2016-03-12T11:00:00.000Z,5XX W BASELINE RD    ,690689,864395,Point has not been altered,505WEST                                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9282078545,33.4044756899,90473,TE201629737         ,2016-03-11T22:35:00.000Z,2XXX S GRANADA DR     ,696478,874694,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9107162661,33.3982839188,90475,TE201630449         ,2016-03-13T18:19:00.000Z,2XXX S BUTTE AVE     ,701816,872441,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9055119387,33.4061385115,90476,TE201630560         ,2016-03-13T11:00:00.000Z,1XXX E BROADWAY RD     ,703404,875299,Point has not been altered,in CORONADO APARTMENTS                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9334612049,33.4581512551,90479,TE201630464         ,2016-03-13T19:00:00.000Z,3XX E CONTINENTAL DR    ,694878,894224,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9225758111,33.4180834365,90484,TE201629517         ,2015-06-19T00:00:00.000Z,1XXX E ORANGE ST     ,698197,879645,Point has not been altered,CROSSROADS                              ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.938394283,33.332938363,90486,TE201629782         ,2016-03-12T00:13:00.000Z,5X W RANCH RD   ,693364,848666,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9234667418,33.4113992749,90487,TE201629616         ,2016-03-08T05:30:00.000Z,1XXX S JENTILLY LN     ,697925,877213,Point has not been altered,RAINTREE APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8875734285,33.4273010454,90490,TE201629647         ,2016-03-11T18:16:00.000Z,2XXX E 5TH ST     ,708876,883000,Point has not been altered,VILLAGIO AT TEMPE                       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9549115593,33.3679136598,90491,TE201630376         ,2016-03-13T13:16:00.000Z,1XXX W LA DONNA DR     ,688324,861393,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9193408404,33.412171734,90492,TE201630309         ,2016-03-13T07:47:00.000Z,1XXX S STANLEY PL     ,699184,877494,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.918334718,33.4105996643,90496,TE201630274         ,2016-03-13T03:50:00.000Z,1XXX E VISTA DEL CERRO DR     ,699491,876922,Point has not been altered,DESERT PALM VILLAGE APARTMENTS          ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9422147307,33.4206946757,90498,TE201629901         ,2016-03-11T17:00:00.000Z,8XX S ASH AVE    ,692205,880596,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9421951156,33.4208650805,90502,TE201629916         ,2016-03-11T17:00:00.000Z,8XX S ASH AVE    ,692211,880658,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9438876646,33.4147165466,90504,TE201630300         ,2016-03-13T06:48:00.000Z,3XX W 13TH ST    ,691694,878421,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9065921246,33.3597838023,90521,TE201630360         ,2016-03-07T06:30:00.000Z,1XXX E LODGE DR     ,703076,858433,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9242716136,33.4340130585,90530,TE201630329         ,2016-03-13T09:37:00.000Z,1XXX E PLAYA DEL NORTE DR     ,697680,885441,Point has not been altered,in GRIGIO TEMPE TOWNLAKE APARTMENTS     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.919858801,33.4167423161,90531,TE201630685         ,2016-03-14T10:20:00.000Z,1XXX E LEMON ST     ,699026,879157,Point has not been altered,in EPIC AT UNIVERSITY POINTE            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9292368723,33.4050032841,90532,TE201630710         ,2016-02-27T00:01:00.000Z,2XXX S LA ROSA DR     ,696164,874886,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9562123532,33.3760705678,90538,TE201630825         ,2016-03-14T17:20:00.000Z,1XXX W BASELINE RD     ,687928,864361,Point has not been altered,SEVILLA APARTMENTS                      ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9173319461,33.4139060038,90540,TE201630568         ,2016-03-14T01:18:00.000Z,1XXX S CEDAR ST     ,699797,878125,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9204846663,33.4142824781,90541,TE201630577         ,2016-03-14T01:36:00.000Z,1XXX S TERRACE RD     ,698835,878262,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9184521694,33.3849459993,90547,TE201630884         ,2016-03-14T20:55:00.000Z,1XXX E GREENWAY DR     ,699455,867588,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9053109696,33.4144029469,90552,TE201624986         ,2016-02-28T11:15:00.000Z,1XXX E APACHE BLVD     ,703465,878306,Point has not been altered,APACHE SUBSTATION                       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9002883026,33.4071108679,90553,TE201630945         ,2016-03-15T00:56:00.000Z,2XXX E BROADWAY RD     ,704998,875653,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9060582392,33.3600008836,90556,TE201630496         ,2016-03-13T21:08:00.000Z,1XXX E LODGE DR     ,703239,858512,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9190101016,33.4216949536,90559,TE201629643         ,2016-03-11T00:00:00.000Z,1XXX E UNIVERSITY DR     ,699285,880959,Point has not been altered,12FIFTY5 ON UNIVERSITY APARTMENTS       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9548130015,33.4272408753,90562,TE201630910         ,2016-03-14T22:09:00.000Z,3XX S ROBERT RD    ,688362,882979,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9061673394,33.4060451229,90563,TE201630904         ,2016-03-14T22:30:00.000Z,1XXX E BROADWAY RD     ,703204,875265,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9576371002,33.4104884715,90566,TE201630806         ,2016-03-14T16:47:00.000Z,1XXX S CUTLER DR     ,687498,876884,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9580358807,33.4152348321,90567,TE201630810         ,2016-03-14T16:59:00.000Z,1XXX W 12TH PL     ,687377,878611,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9059327071,33.4220545517,90577,TE199960629         ,1999-04-19T23:00:00.000Z, HACIENDA DR / E UNIVERSITY DR  ,703275,881090,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9200816962,33.4176547796,90578,TE199963436         ,1999-04-28T02:00:00.000Z,1XXX S STANLEY PL     ,698958,879489,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in SAGO GARDENS APARTMENTS              ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.885525913,33.415114143,90582,TE1999106164        ,1999-07-17T02:00:00.000Z,2XXX E APACHE BLVD     ,709502,878566,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9392676553,33.3930352861,90583,TE1999121032        ,1999-08-13T02:00:00.000Z, MILL AVE / E SOUTHERN AVE  ,693102,870532,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9247515558,33.3778823153,90585,TE1999134464        ,1999-09-06T01:00:00.000Z,9XX E BASELINE RD    ,697532,865018,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in THE NINES                            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9422904112,33.3882222267,90586,TE1999165691        ,1999-10-28T10:00:00.000Z,2XX W HERMOSA DR    ,692179,868781,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in DAVENPORT APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.89490076,33.3815498088,90588,TE20001257          ,2000-01-01T03:45:00.000Z,2XXX E ELLIS DR     ,706644,866353,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.93658691,33.3903835267,90589,TE200019323         ,2000-02-03T01:00:00.000Z,2XX E PEBBLE BEACH DR    ,693920,869567,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9251806289,33.3435489378,90591,TE201630697         ,2016-03-14T11:24:00.000Z,1XXX E SECRETARIAT DR     ,697400,852526,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9649559678,33.3946714995,90592,TE201619212         ,2016-02-15T15:41:00.000Z,1XXX W HUNTINGTON DR     ,685262,871130,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9165028241,33.4036049813,90597,TE201631100         ,2016-03-15T11:30:00.000Z,1XXX E VERLEA CIR     ,700050,874377,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9511023186,33.4265273776,90601,TE201630416         ,2016-03-12T15:00:00.000Z,8XX W BROWN ST    ,689494,882719,Point has not been altered,ARBORS APARTMENTS                       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9459312268,33.4103818486,90606,TE201630762         ,2016-03-14T07:30:00.000Z,5XX W 17TH PL    ,691070,876844,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9564713842,33.3837907915,90607,TE201630873         ,2016-03-13T03:02:00.000Z,4XXX S BECK AVE     ,687850,867170,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9296738113,33.3904641477,90609,TE201631008         ,2016-03-15T07:54:00.000Z,6XX E MALIBU DR    ,696030,869596,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9101414055,33.4176326678,90610,TE201630617         ,2016-03-14T07:40:00.000Z,1XXX E DON CARLOS AVE     ,701991,879481,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9314713513,33.3834967137,90613,TE201630750         ,2016-03-14T14:05:00.000Z,4XX E CARSON DR    ,695481,867061,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9598995826,33.3203476251,90619,TE201631096         ,2016-03-15T11:44:00.000Z,1XXX W KELLY LN     ,686794,844087,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9707423664,33.3842031537,90620,TE201631242         ,2016-03-15T18:11:00.000Z,2XXX W DESIREE LN     ,683494,867322,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9663977551,33.3948825578,90623,TE201631298         ,2016-03-15T20:10:00.000Z,3XXX S EDWARD DR     ,684822,871207,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9492232532,33.3537059158,90628,TE201631366         ,2016-03-16T00:21:00.000Z,7XX W GROVE PKWY    ,690059,856223,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9144019942,33.4177757356,90629,TE201613521         ,2016-02-02T03:03:00.000Z,1XXX E DON CARLOS AVE     ,700691,879533,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9559510736,33.3778186455,90631,TE201625092         ,2016-02-29T22:20:00.000Z,1XXX W BASELINE RD     ,688008,864997,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.930918559,33.388817711,90633,TE201627661         ,2016-03-01T11:15:00.000Z,5XX E LA JOLLA DR    ,695650,868997,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9429022736,33.3964618403,90641,TE201630359         ,2016-02-01T00:00:00.000Z,3XXX S DROMEDARY DR     ,691993,871779,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9134514582,33.4203427211,90644,TE201630614         ,2016-03-14T01:00:00.000Z,1XXX E UNIVERSITY DR     ,700981,880467,Point has not been altered,GATEWAY AT TEMPE APARTMENTS             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9019411625,33.3996409022,90650,TE201630740         ,2016-03-13T16:00:00.000Z,1XXX E BALBOA DR     ,704494,872935,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9096379796,33.4016121863,90653,TE201630778         ,2016-03-14T15:36:00.000Z,1XXX E GAYLON DR     ,702145,873652,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8985359534,33.4188545531,90659,TE201630850         ,2016-03-14T10:30:00.000Z,2XXX E 10TH ST     ,705532,879926,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9096367151,33.4173110772,90661,TE201630993         ,2016-03-15T06:56:00.000Z,1XXX E DON CARLOS AVE     ,702145,879364,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9086058734,33.4007601168,90663,TE201629453         ,2016-03-11T08:55:00.000Z,1XXX E ALAMEDA DR     ,702460,873342,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9087435135,33.4005759822,90664,TE201629484         ,2016-03-11T10:23:00.000Z,1XXX E ALAMEDA DR     ,702418,873275,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9506004857,33.3835012032,90666,TE201630671         ,2016-03-13T14:00:00.000Z,4XXX S HARDY DR     ,689642,867064,Point has not been altered,OVATION APARTMENTS                      ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9421951156,33.4208650805,90672,TE201631116         ,2016-03-12T09:00:00.000Z,8XX S ASH AVE    ,692211,880658,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9203482585,33.365891159,90678,TE201631161         ,2016-03-15T15:17:00.000Z,6XXX S LAKESHORE DR     ,698876,860655,Point has not been altered,MARCOS DE NIZA HIGH SCHOOL              ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9594559692,33.4240017479,90682,TE201631231         ,2016-03-12T22:00:00.000Z,1XXX W 7TH ST     ,686945,881801,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9170271845,33.4191307176,90686,TE201631358         ,2016-03-15T23:28:00.000Z,9XX S DORSEY LN    ,699890,880026,Point has not been altered,WILLOW BROOK APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9010364191,33.4200229637,90695,TE201631075         ,2016-03-14T22:30:00.000Z,1XXX E UNIVERSITY DR     ,704769,880351,Point has not been altered,CAMERON CREEK APARTMENTS                ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9221845786,33.3987511685,90697,TE201631532         ,2016-03-16T12:13:00.000Z,2XXX S TERRACE RD     ,698316,872611,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9002038024,33.4033922619,90703,TE201631554         ,2016-03-14T19:00:00.000Z,2XXX E ASPEN DR     ,705024,874300,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9497601836,33.3532660251,90713,TE201631409         ,2016-03-16T04:32:00.000Z,7XX W GROVE PKWY    ,689895,856063,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9184955265,33.4215685358,90739,TE201630011         ,2016-03-11T22:00:00.000Z,1XXX E UNIVERSITY DR     ,699442,880913,Point has not been altered,in DORSEY PLACE CONDOS                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9031075036,33.4217959254,90746,TE201631225         ,2016-03-15T17:40:00.000Z,1XXX E UNIVERSITY DR     ,704137,880996,Point has not been altered,REGENTS ON UNIVERSITY                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
