X,Y,OBJECTID,primary_key,occ_dt,obfAddress,x_rand,y_rand,disclaimer,place_name,                                             ,locationTranslation
-111.9510837057,33.4208904169,93153,TE201644734         ,2016-04-16T11:30:00.000Z,8XX W 9TH ST    ,689499,880668,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9518170124,33.3536419948,93159,TE201644433         ,2016-04-15T21:30:00.000Z,8XX W GROVE PKWY    ,689267,856200,Point has not been altered,TEMPE GROVES APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9493215293,33.3537773492,93161,TE201644745         ,2016-04-16T04:00:00.000Z,7XX W GROVE PKWY    ,690029,856249,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in PINNACLE GROVE APARTMENTS            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9231001174,33.4170390178,93162,TE201644844         ,2016-04-16T21:16:00.000Z,1XXX S TERRACE RD     ,698037,879265,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9557283864,33.3633235366,93171,TE201644733         ,2016-04-16T15:05:00.000Z,1XXX W PASEO WAY     ,688074,859723,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9231001174,33.4170390178,93176,TE201644474         ,2016-04-15T23:52:00.000Z,1XXX S TERRACE RD     ,698037,879265,Point has not been altered,VERTEX APTS                             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9242716136,33.4340130585,93191,TE201645040         ,2016-04-17T06:06:00.000Z,1XXX E PLAYA DEL NORTE DR     ,697680,885441,Point has not been altered,in TEN01 ON THE LAKE APARTMENTS         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9637175287,33.3887463972,93196,TE201644820         ,2016-04-16T20:23:00.000Z,1XXX W LA JOLLA DR     ,685639,868974,Point has not been altered,in GALLERIA PALMS APARTMENTS            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9424760342,33.3955027342,93197,TE201644803         ,2016-04-16T19:15:00.000Z,3XXX S DROMEDARY DR     ,692123,871430,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.956117553,33.3765103451,93198,TE201645264         ,2016-04-17T23:40:00.000Z,1XXX W BASELINE RD     ,687957,864521,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9042687904,33.4144825508,93200,TE201645127         ,2016-04-17T15:40:00.000Z,1XXX E APACHE BLVD     ,703783,878335,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9540044094,33.3759723084,93205,TE201645214         ,2016-04-17T19:30:00.000Z,5XXX S HARDY DR     ,688602,864325,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9490650238,33.3774386035,93206,TE201644950         ,2016-04-17T01:26:00.000Z,6XX W BASELINE RD    ,690110,864858,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9439051131,33.38661406,93207,TE201645179         ,2016-04-17T17:57:00.000Z,3XX W RIVIERA DR    ,691686,868196,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9451110158,33.3873998363,93214,TE201644797         ,2016-04-16T19:14:00.000Z,4XX W SANTA CRUZ DR    ,691318,868482,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9154674624,33.3946066816,93218,TE201644866         ,2016-04-12T12:00:00.000Z,3XXX S DORSEY LN     ,700366,871103,Point has not been altered,ENCLAVE APARTMENTS                      ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9440365373,33.4296100909,93219,TE201644911         ,2016-04-16T23:59:00.000Z,3XX W 1ST ST    ,691650,883840,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9368557372,33.4052716223,93225,TE201645072         ,2016-04-16T22:30:00.000Z,1XX E PALMCROFT DR    ,693839,874984,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9040124087,33.4196907465,93229,TE201645039         ,2016-04-17T05:58:00.000Z,1XXX E HAYDEN LN     ,703861,880230,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9403530763,33.4205548767,93230,TE201645290         ,2016-04-18T01:32:00.000Z,2X 1/2 W 9TH ST   ,692773,880545,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9554593764,33.4139851412,93232,TE201645253         ,2016-04-17T22:28:00.000Z,1XXX W 14TH ST     ,688163,878156,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.958939647,33.3527245472,93233,TE201644856         ,2016-04-16T21:59:00.000Z,1XXX W GROVE PKWY     ,687092,855867,Point has not been altered,in ALLURE AT TEMPE APARTMENTS           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.94142808,33.4205106924,93237,TE201644956         ,2016-04-17T01:35:00.000Z,1XX W 9TH ST    ,692445,880529,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9555366444,33.3298559291,93238,TE201645047         ,2016-04-16T03:50:00.000Z,1XXX W CAROLINE LN     ,688128,847546,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8997383547,33.4040930432,93240,TE201645379         ,2016-04-15T13:00:00.000Z,2XXX E CONCORDA DR     ,705166,874555,Point has not been altered,CONNOLLY MIDDLE SCHOOL                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9306109932,33.4528692128,93241,TE201642233         ,2016-04-10T03:30:00.000Z,2XXX N MCALLISTER AVE     ,695747,892302,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9218745571,33.4199029094,93242,TE201645044         ,2016-04-16T18:00:00.000Z,1XXX E 8TH ST     ,698411,880307,Point has not been altered,EL ADOBE APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.928218209,33.4084333944,93243,TE201645086         ,2016-04-16T22:00:00.000Z,6XX E SOLANA DR    ,696475,876134,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9235773272,33.4421923154,93251,TE201641861         ,2016-04-09T14:46:00.000Z,1XXX E TEMPE DR     ,697892,888417,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9024576298,33.367052984,93252,TE201645398         ,2016-04-18T09:32:00.000Z,6XXX S COUNTRY CLUB WAY     ,704338,861078,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.919858801,33.4167423161,93264,TE201644674         ,2016-04-16T09:30:00.000Z,1XXX E LEMON ST     ,699026,879157,Point has not been altered,EPIC AT UNIVERSITY POINTE               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.900538945,33.4162301061,93265,TE201644750         ,2016-04-16T12:00:00.000Z,1XXX S SMITH RD     ,704921,878971,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9008033834,33.4218671106,93267,TE201645119         ,2016-04-16T18:00:00.000Z,1XXX E UNIVERSITY DR     ,704840,881022,Point has not been altered,CAMERON CREEK APARTMENTS                ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9160410574,33.36598191,93270,TE201645362         ,2016-04-06T00:00:00.000Z,1XXX E GEMINI DR     ,700191,860688,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9409702863,33.424295329,93274,TE201644598         ,2016-04-16T02:50:00.000Z,1XX W 6TH ST    ,692585,881906,Point has not been altered,W6TH APARTMENTS                         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9613985099,33.3899125822,93284,TE201645456         ,2016-04-18T11:47:00.000Z,1XXX W LA JOLLA DR     ,686347,869398,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9281948145,33.4049868949,93285,TE201645638         ,2016-04-18T17:45:00.000Z,2XXX S GRANADA DR     ,696482,874880,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9464832763,33.3763783605,93286,TE201639260         ,2016-04-03T12:53:00.000Z,5XX W BASELINE RD    ,690898,864472,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9358643338,33.4120988191,93288,TE201645336         ,2016-04-18T06:33:00.000Z,1XX E 15TH ST    ,694142,877468,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8990868011,33.4176618262,93290,TE201645606         ,2016-04-17T21:30:00.000Z,2XXX E DON CARLOS AVE     ,705364,879492,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9031075036,33.4217959254,93294,TE201639655         ,2016-04-02T11:30:00.000Z,1XXX E UNIVERSITY DR     ,704137,880996,Point has not been altered,in REGENTS ON UNIVERSITY                ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.931092453,33.4497909646,93295,TE201639703         ,2016-03-31T08:00:00.000Z,1XXX N PALM DR     ,695600,891182,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9173902596,33.3321981825,93299,TE201641595         ,2016-04-08T23:21:00.000Z,1XXX E GREENTREE DR     ,699779,848396,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9245058964,33.4147357757,93300,TE201642325         ,2016-04-10T17:33:00.000Z,9XX E APACHE BLVD    ,697608,878427,Point has not been altered,in THE DISTRICT ON APACHE               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9276383182,33.4095795321,93304,TE201645479         ,2016-04-17T23:00:00.000Z,7XX E ENCANTO DR    ,696652,876551,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9131078385,33.4076973083,93305,TE201641799         ,2016-04-09T11:03:00.000Z,1XXX E BROADWAY RD     ,701086,875866,Point has not been altered,ONNIX APARTMENTS                        ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9234531027,33.4466996814,93307,TE201642935         ,2016-04-06T17:00:00.000Z,1XXX N SCOTTSDALE RD     ,697930,890057,Point has not been altered,in PALMS ON SCOTTSDALE ROAD APARTMENTS  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9499563533,33.4383457886,93311,TE201643171         ,2016-04-10T22:00:00.000Z,1XXX N PARKSIDE DR     ,689845,887019,Point has not been altered,LOFTS AT RIO SALADO                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8960283402,33.3788922811,93312,TE201643713         ,2016-04-14T08:25:00.000Z,2XXX E DONNER DR     ,706300,865386,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9544316908,33.3792702821,93316,TE201644460         ,2016-04-15T23:01:00.000Z,5XXX S HARDY DR     ,688472,865525,Point has not been altered,in HIGHLAND PARK APTS                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9121013436,33.3536936092,93319,TE201644700         ,2016-04-16T11:30:00.000Z,7XXX S ALDER DR     ,701394,856217,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9538206213,33.4136695764,93330,TE201645184         ,2016-04-17T18:22:00.000Z,9XX W 14TH ST    ,688663,878041,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9475104745,33.4280234509,93331,TE201645204         ,2016-04-17T19:06:00.000Z,2XX S ROOSEVELT ST    ,690590,883263,Point has not been altered,COYOTE SUNRISE APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.949808782,33.3605191148,93335,TE201645427         ,2016-04-17T17:00:00.000Z,6XX W STRAHAN DR    ,689881,858702,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9260626683,33.415373297,93343,TE201645618         ,2016-04-18T20:05:00.000Z,1XXX S RURAL RD     ,697133,878659,Point has not been altered,JERRYS LIQUORS                          ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9170040754,33.3759147096,93344,TE201645921         ,2016-04-04T07:00:00.000Z,1XXX E WHALERS WAY     ,699897,864302,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9601228518,33.4204863134,93356,TE201646086         ,2016-04-20T03:17:00.000Z,1XXX W LAIRD ST     ,686741,880522,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9429578263,33.4177234991,93362,TE201639871         ,2016-04-05T07:46:00.000Z,1XXX S ASH AVE     ,691978,879515,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9273755341,33.3778243998,93363,TE201640113         ,2016-03-31T13:00:00.000Z,9XX E BASELINE RD    ,696731,864997,Point has not been altered,in LAKEVIEW AT THE BAY APARTMENTS       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8988005172,33.4072810637,93366,TE201641296         ,2016-04-08T10:40:00.000Z,2XXX E BROADWAY RD     ,705452,875715,Point has not been altered,TEMPE VISTA APARTMENTS                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9211493529,33.4026841837,93375,TE201645943         ,2016-04-19T12:15:00.000Z,1XXX E CONCORDA DR     ,698632,874042,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9070917064,33.4035936183,93376,TE201644130         ,2016-04-15T07:48:00.000Z,1XXX E CONCORDA DR     ,702922,874373,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9190101016,33.4216949536,93379,TE201644723         ,2016-04-16T11:30:00.000Z,1XXX E UNIVERSITY DR     ,699285,880959,Point has not been altered,12FIFTY5 ON UNIVERSITY APARTMENTS       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9493420336,33.356064037,93381,TE201645146         ,2016-04-17T12:00:00.000Z,6XX W GROVE PKWY    ,690023,857081,Point has not been altered,SIGNATURE PLACE APTS                    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9215137343,33.414472082,93384,TE201645488         ,2016-04-17T06:00:00.000Z,1XXX E APACHE BLVD     ,698521,878331,Point has not been altered,APACHE TERRACE APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9355729556,33.383174592,93387,TE201645523         ,2016-04-18T06:00:00.000Z,2XX E CARTER DR    ,694229,866944,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9381702275,33.3804779716,93389,TE201645573         ,2016-04-18T07:00:00.000Z,1XX E ELLIS DR    ,693436,865963,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9031075036,33.4217959254,93392,TE201645641         ,2016-04-17T23:10:00.000Z,1XXX E UNIVERSITY DR     ,704137,880996,Point has not been altered,REGENTS ON UNIVERSITY                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9571052461,33.4225541303,93394,TE201645805         ,2016-04-19T10:00:00.000Z,7XX S BECK AVE    ,687662,881274,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9441518292,33.4106076248,93395,TE201645935         ,2016-04-19T08:15:00.000Z,1XXX S FARMER AVE     ,691613,876926,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9582642061,33.3785709587,93397,TE201645815         ,2016-04-15T21:30:00.000Z,4XXX S DARROW DR     ,687302,865271,Point has not been altered,PONDEROSA RANCH                         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.956399426,33.3768428139,93399,TE201645834         ,2016-04-19T11:45:00.000Z,1XXX W BASELINE RD     ,687871,864642,Point has not been altered,SEVILLA APARTMENTS                      ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9282220736,33.4376104005,93404,TE201646115         ,2016-04-19T20:30:00.000Z,6XX E GILBERT DR    ,696475,886750,Point has not been altered,LA MIRAGE APARTMENTS                    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9477676776,33.3771530997,93406,TE201644782         ,2016-04-16T13:15:00.000Z,5XX W BASELINE RD    ,690506,864754,Point has not been altered,in 505WEST                              ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9379832711,33.3795545353,93448,TE201646390         ,2016-04-20T19:35:00.000Z,5XXX S MILL AVE     ,693493,865627,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9384476036,33.3761354212,93449,TE201646438         ,2016-04-20T23:13:00.000Z,2X E DUKE DR   ,693351,864383,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.928489959,33.3824361445,93456,TE201646203         ,2016-04-20T11:54:00.000Z,4XXX S RURAL RD     ,696391,866675,Point has not been altered,in TEMPE PARK PLACE APARTMENTS          ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9120028221,33.4201502871,93460,TE201646398         ,2016-04-20T19:58:00.000Z,1XXX E UNIVERSITY DR     ,701423,880397,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9332376563,33.3342281758,93465,TE2012145236        ,2012-11-06T00:18:00.000Z,2XX E CALLE DE ARCOS    ,694939,849135,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8990505723,33.4185413095,93473,TE201644005         ,2016-04-14T23:11:00.000Z,2XXX E ORANGE ST     ,705375,879812,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9501301383,33.3786311348,93481,TE201646364         ,2016-04-20T18:12:00.000Z,7XX W BASELINE RD    ,689785,865292,Point has not been altered,SAN PALMILLA APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9497895605,33.4221220523,93494,TE201645620         ,2016-04-18T05:00:00.000Z,7XX W UNIVERSITY DR    ,689894,881116,Point has not been altered,TANGLEWOOD APARTMENTS                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.947956542,33.4288341162,93496,TE201645687         ,2016-04-19T00:19:00.000Z,6XX W 1ST ST    ,690454,883558,Point has not been altered,AMBER GARDEN APTS                       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9212135802,33.4404416994,93497,TE201645704         ,2016-04-19T01:49:00.000Z,1XXX E CURRY RD     ,698613,887780,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9573292069,33.4248846992,93506,TE201645796         ,2016-04-18T22:00:00.000Z,1XXX W 6TH ST     ,687594,882122,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.923481033,33.3845665436,93511,TE201645853         ,2016-04-18T23:00:00.000Z,1XXX E GREENWAY DR     ,697920,867450,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8932494796,33.4188096934,93514,TE201646062         ,2016-04-20T01:01:00.000Z,2XXX E 10TH ST     ,707145,879910,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8885500047,33.3872047735,93515,TE201646132         ,2016-04-19T22:00:00.000Z,2XXX E RIVIERA DR     ,708582,868411,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9283944242,33.4516409136,93518,TE201646172         ,2016-04-17T21:00:00.000Z,7XX E MCKELLIPS RD    ,696423,891855,Point has not been altered,SCOTTSDALE GATEWAY APARTMENTS           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9034619259,33.418833188,93521,TE201646257         ,2016-04-20T14:22:00.000Z,1XXX E HAYDEN LN     ,704029,879918,Point has not been altered,in HAYDEN TERRACE APARTMENTS            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9117050573,33.3539354558,93522,TE201646270         ,2016-04-19T07:20:00.000Z,7XXX S ALDER DR     ,701515,856305,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9242462002,33.4433356068,93527,TE201646529         ,2016-04-21T07:50:00.000Z,1XXX N MARY ST     ,697688,888833,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9056725621,33.4057180196,93536,TE201645517         ,2016-04-18T09:30:00.000Z,1XXX E BROADWAY RD     ,703355,875146,Point has not been altered,CORONADO APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9117050573,33.3539354558,93539,TE201644388         ,2016-04-15T19:26:00.000Z,7XXX S ALDER DR     ,701515,856305,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9561017308,33.3777443904,93540,TE201646231         ,2016-04-20T13:18:00.000Z,1XXX W BASELINE RD     ,687962,864970,Point has not been altered,SEVILLA APARTMENTS                      ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9218494439,33.3833435771,93541,TE201646613         ,2016-04-21T12:23:00.000Z,1XXX E CARTER DR     ,698418,867005,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.972861558,33.3834876241,93542,TE201646642         ,2016-04-21T13:27:00.000Z,2XXX W CARSON DR     ,682847,867062,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9657092591,33.4232821012,93544,TE201644074         ,2016-04-15T02:39:00.000Z,7XX S LINDON LN    ,685037,881540,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9327847916,33.3464780141,93548,TE201646014         ,2016-04-19T12:45:00.000Z,7XXX S LA CORTA DR     ,695078,853592,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9131078385,33.4076973083,93556,TE201646830         ,2016-04-21T22:44:00.000Z,1XXX E BROADWAY RD     ,701086,875866,Point has not been altered,in ONNIX APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9251198018,33.3918002704,93558,TE201646896         ,2016-04-22T02:30:00.000Z,3XXX S RURAL RD     ,697420,870082,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9323266034,33.384560246,93568,TE201646738         ,2015-12-11T00:00:00.000Z,4XX E GREENWAY DR    ,695220,867448,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9577258945,33.3832819258,93569,TE201645931         ,2016-04-19T17:05:00.000Z,4XXX S PRIEST DR     ,687467,866985,Point has not been altered,RANCHO TEMPE TP                         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9190035164,33.420570858,93572,TE201645536         ,2016-04-16T20:00:00.000Z,1XXX E UNIVERSITY DR     ,699287,880550,Point has not been altered,in 12FIFTY5 ON UNIVERSITY APARTMENTS    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9245058964,33.4147357757,93573,TE201643840         ,2016-04-09T16:30:00.000Z,9XX E APACHE BLVD    ,697608,878427,Point has not been altered,THE DISTRICT ON APACHE                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9000696582,33.4023066228,93575,TE201646654         ,2016-04-21T13:53:00.000Z,2XXX E MEADOW DR     ,705065,873905,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9162901528,33.3283806004,93576,TE201644362         ,2016-04-15T17:52:00.000Z,9XXX S JUNIPER ST     ,700115,847007,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9572780485,33.3289703742,93578,TE201645548         ,2016-04-16T13:00:00.000Z,1XXX W DAWN DR     ,687596,847224,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9628887251,33.4013124453,93583,TE201646905         ,2016-04-22T03:00:00.000Z,2XXX S PLAZA DR     ,685894,873546,Point has not been altered,in RESIDENCES AT FOUNTAINHEAD           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9664237434,33.3944895245,93585,TE201646226         ,2016-04-20T13:01:00.000Z,3XXX S EDWARD DR     ,684814,871064,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9104366082,33.4142906256,93588,TE201646748         ,2016-04-21T18:07:00.000Z,1XXX E APACHE BLVD     ,701901,878265,Point has not been altered,MODERNETTE TP                           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8963635979,33.4163751583,93591,TE201646815         ,2016-04-21T22:06:00.000Z,2XXX E HOWE AVE     ,706195,879024,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9723124625,33.3855107056,93594,TE201646984         ,2016-04-22T09:45:00.000Z,2XXX W RIVIERA DR     ,683015,867798,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9347787893,33.4555813304,93597,TE201646318         ,2016-04-18T20:00:00.000Z,3XX E PIERCE ST    ,694476,893289,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9042067387,33.4129681743,93603,TE201647007         ,2016-04-21T22:00:00.000Z,1XXX E APACHE BLVD     ,703802,877784,Point has not been altered,ARBOR PARK APARTMENTS                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.935473217,33.361187233,93614,TE201644698         ,2016-04-15T08:00:00.000Z,2XX E STRAHAN DR    ,694258,858944,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9245058964,33.4147357757,93616,TE201646392         ,2016-04-20T18:00:00.000Z,9XX E APACHE BLVD    ,697608,878427,Point has not been altered,THE DISTRICT ON APACHE                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9531160907,33.3903028173,93618,TE201646306         ,2016-04-20T10:00:00.000Z,1XXX W LA JOLLA DR     ,688875,869539,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.904571709,33.3569774771,93619,TE201646581         ,2016-04-21T07:30:00.000Z,1XXX E DIAMOND DR     ,703693,857412,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9283465674,33.4370497167,93623,TE201647416         ,2016-04-23T03:33:00.000Z,6XX E GILBERT DR    ,696437,886546,Point has not been altered,LA MIRAGE APARTMENTS                    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9131078385,33.4076973083,93624,TE201646514         ,2016-04-21T06:31:00.000Z,1XXX E BROADWAY RD     ,701086,875866,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9471534223,33.3535827619,93625,TE201647262         ,2016-04-22T21:53:00.000Z,7XXX S KYRENE RD     ,690691,856178,Point has not been altered,in ELLIOTS CROSSING APARTMENTS          ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9387877522,33.3869531327,93642,TE201645940         ,2016-04-19T17:32:00.000Z,4XXX S MILL AVE     ,693248,868319,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9393385103,33.3377891874,93650,TE201646925         ,2016-04-21T17:00:00.000Z,5X W BOLERO DR   ,693076,850431,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9065002819,33.4172531434,93657,TE201644311         ,2016-04-15T15:54:00.000Z,1XXX E DON CARLOS AVE     ,703102,879343,Point has not been altered,MODERNO APARTMENTS                      ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9469346648,33.3555067161,93659,TE201647317         ,2016-04-23T00:01:00.000Z,6XX W GROVE PKWY    ,690758,856878,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
